Batch Name,Process,Manufacturer,DoM,Unit Operation,Parameter,Value
A0012,Core Production Process,Manufacturer_A,2023-05-09,A,Process Time,53.945
A0012,Core Production Process,Manufacturer_A,2023-05-09,A,Temperature Index,104.046
A0012,Core Production Process,Manufacturer_A,2023-05-09,A,Flow Setting,12.76
A0012,Core Production Process,Manufacturer_A,2023-05-09,A,Material Ratio,1.217
A0012,Core Production Process,Manufacturer_A,2023-05-09,B,Mixing Rate,328.046
A0012,Core Production Process,Manufacturer_A,2023-05-09,B,Hold Duration,128.981
A0012,Core Production Process,Manufacturer_A,2023-05-09,B,Energy Input,1691.035
A0012,Core Production Process,Manufacturer_A,2023-05-09,B,Transfer Velocity,
A0012,Core Production Process,Manufacturer_A,2023-05-09,B,Stability Metric,98.974
A0012,Core Production Process,Manufacturer_A,2023-05-09,C,Final Yield,90.034
A0012,Core Production Process,Manufacturer_A,2023-05-09,C,Quality Index,87.607
A0012,Core Production Process,Manufacturer_A,2023-05-09,C,Cycle Duration,149.428
A0012,Core Production Process,Manufacturer_A,2023-05-09,C,System Load,449.712
C0007,Core Production Process,Manufacturer_C,2023-05-24,A,Process Time,53.755
C0007,Core Production Process,Manufacturer_C,2023-05-24,A,Temperature Index,99.404
C0007,Core Production Process,Manufacturer_C,2023-05-24,A,Flow Setting,
C0007,Core Production Process,Manufacturer_C,2023-05-24,A,Material Ratio,1.199
C0007,Core Production Process,Manufacturer_C,2023-05-24,B,Mixing Rate,322.14
C0007,Core Production Process,Manufacturer_C,2023-05-24,B,Hold Duration,103.316
C0007,Core Production Process,Manufacturer_C,2023-05-24,B,Energy Input,1473.89
C0007,Core Production Process,Manufacturer_C,2023-05-24,B,Transfer Velocity,8.278
C0007,Core Production Process,Manufacturer_C,2023-05-24,B,Stability Metric,91.403
C0007,Core Production Process,Manufacturer_C,2023-05-24,C,Final Yield,89.9
C0007,Core Production Process,Manufacturer_C,2023-05-24,C,Quality Index,87.899
C0007,Core Production Process,Manufacturer_C,2023-05-24,C,Cycle Duration,146.592
C0007,Core Production Process,Manufacturer_C,2023-05-24,C,System Load,
A0013,Core Production Process,Manufacturer_A,2023-06-14,A,Process Time,44.875
A0013,Core Production Process,Manufacturer_A,2023-06-14,A,Temperature Index,93.611
A0013,Core Production Process,Manufacturer_A,2023-06-14,A,Flow Setting,11.496
A0013,Core Production Process,Manufacturer_A,2023-06-14,A,Material Ratio,1.218
A0013,Core Production Process,Manufacturer_A,2023-06-14,B,Mixing Rate,325.178
A0013,Core Production Process,Manufacturer_A,2023-06-14,B,Hold Duration,93.22
A0013,Core Production Process,Manufacturer_A,2023-06-14,B,Energy Input,1547.642
A0013,Core Production Process,Manufacturer_A,2023-06-14,B,Transfer Velocity,9.249
A0013,Core Production Process,Manufacturer_A,2023-06-14,B,Stability Metric,95.154
A0013,Core Production Process,Manufacturer_A,2023-06-14,C,Final Yield,91.908
A0013,Core Production Process,Manufacturer_A,2023-06-14,C,Quality Index,87.628
A0013,Core Production Process,Manufacturer_A,2023-06-14,C,Cycle Duration,196.472
A0013,Core Production Process,Manufacturer_A,2023-06-14,C,System Load,473.884
A0014,Core Production Process,Manufacturer_A,2023-07-01,A,Process Time,47.037
A0014,Core Production Process,Manufacturer_A,2023-07-01,A,Temperature Index,104.6
A0014,Core Production Process,Manufacturer_A,2023-07-01,A,Flow Setting,12.696
A0014,Core Production Process,Manufacturer_A,2023-07-01,A,Material Ratio,1.277
A0014,Core Production Process,Manufacturer_A,2023-07-01,B,Mixing Rate,297.843
A0014,Core Production Process,Manufacturer_A,2023-07-01,B,Hold Duration,102.339
A0014,Core Production Process,Manufacturer_A,2023-07-01,B,Energy Input,1513.555
A0014,Core Production Process,Manufacturer_A,2023-07-01,B,Transfer Velocity,10.098
A0014,Core Production Process,Manufacturer_A,2023-07-01,B,Stability Metric,96.711
A0014,Core Production Process,Manufacturer_A,2023-07-01,C,Final Yield,92.402
A0014,Core Production Process,Manufacturer_A,2023-07-01,C,Quality Index,87.853
A0014,Core Production Process,Manufacturer_A,2023-07-01,C,Cycle Duration,166.414
A0014,Core Production Process,Manufacturer_A,2023-07-01,C,System Load,414.868
C0008,Core Production Process,Manufacturer_C,2023-07-19,A,Process Time,37.496
C0008,Core Production Process,Manufacturer_C,2023-07-19,A,Temperature Index,101.004
C0008,Core Production Process,Manufacturer_C,2023-07-19,A,Flow Setting,12.362
C0008,Core Production Process,Manufacturer_C,2023-07-19,A,Material Ratio,1.253
C0008,Core Production Process,Manufacturer_C,2023-07-19,B,Mixing Rate,290.549
C0008,Core Production Process,Manufacturer_C,2023-07-19,B,Hold Duration,84.227
C0008,Core Production Process,Manufacturer_C,2023-07-19,B,Energy Input,1366.127
C0008,Core Production Process,Manufacturer_C,2023-07-19,B,Transfer Velocity,9.545
C0008,Core Production Process,Manufacturer_C,2023-07-19,B,Stability Metric,95.611
C0008,Core Production Process,Manufacturer_C,2023-07-19,C,Final Yield,92.383
C0008,Core Production Process,Manufacturer_C,2023-07-19,C,Quality Index,83.985
C0008,Core Production Process,Manufacturer_C,2023-07-19,C,Cycle Duration,130.851
C0008,Core Production Process,Manufacturer_C,2023-07-19,C,System Load,426.032
C0009,Core Production Process,Manufacturer_C,2023-08-02,A,Process Time,47.676
C0009,Core Production Process,Manufacturer_C,2023-08-02,A,Temperature Index,103.288
C0009,Core Production Process,Manufacturer_C,2023-08-02,A,Flow Setting,13.097
C0009,Core Production Process,Manufacturer_C,2023-08-02,A,Material Ratio,1.194
C0009,Core Production Process,Manufacturer_C,2023-08-02,B,Mixing Rate,297.294
C0009,Core Production Process,Manufacturer_C,2023-08-02,B,Hold Duration,103.334
C0009,Core Production Process,Manufacturer_C,2023-08-02,B,Energy Input,1535.673
C0009,Core Production Process,Manufacturer_C,2023-08-02,B,Transfer Velocity,7.78
C0009,Core Production Process,Manufacturer_C,2023-08-02,B,Stability Metric,101.505
C0009,Core Production Process,Manufacturer_C,2023-08-02,C,Final Yield,92.793
C0009,Core Production Process,Manufacturer_C,2023-08-02,C,Quality Index,86.51
C0009,Core Production Process,Manufacturer_C,2023-08-02,C,Cycle Duration,163.294
C0009,Core Production Process,Manufacturer_C,2023-08-02,C,System Load,406.402
C0010,Core Production Process,Manufacturer_C,2023-08-19,A,Process Time,47.179
C0010,Core Production Process,Manufacturer_C,2023-08-19,A,Temperature Index,102.423
C0010,Core Production Process,Manufacturer_C,2023-08-19,A,Flow Setting,12.251
C0010,Core Production Process,Manufacturer_C,2023-08-19,A,Material Ratio,1.341
C0010,Core Production Process,Manufacturer_C,2023-08-19,B,Mixing Rate,326.849
C0010,Core Production Process,Manufacturer_C,2023-08-19,B,Hold Duration,102.928
C0010,Core Production Process,Manufacturer_C,2023-08-19,B,Energy Input,1412.848
C0010,Core Production Process,Manufacturer_C,2023-08-19,B,Transfer Velocity,8.19
C0010,Core Production Process,Manufacturer_C,2023-08-19,B,Stability Metric,102.76
C0010,Core Production Process,Manufacturer_C,2023-08-19,C,Final Yield,91.408
C0010,Core Production Process,Manufacturer_C,2023-08-19,C,Quality Index,87.897
C0010,Core Production Process,Manufacturer_C,2023-08-19,C,Cycle Duration,151.654
C0010,Core Production Process,Manufacturer_C,2023-08-19,C,System Load,449.798
A0015,Core Production Process,Manufacturer_A,2023-09-03,A,Process Time,49.418
A0015,Core Production Process,Manufacturer_A,2023-09-03,A,Temperature Index,101.001
A0015,Core Production Process,Manufacturer_A,2023-09-03,A,Flow Setting,12.735
A0015,Core Production Process,Manufacturer_A,2023-09-03,A,Material Ratio,1.351
A0015,Core Production Process,Manufacturer_A,2023-09-03,B,Mixing Rate,346.92
A0015,Core Production Process,Manufacturer_A,2023-09-03,B,Hold Duration,85.689
A0015,Core Production Process,Manufacturer_A,2023-09-03,B,Energy Input,
A0015,Core Production Process,Manufacturer_A,2023-09-03,B,Transfer Velocity,8.785
A0015,Core Production Process,Manufacturer_A,2023-09-03,B,Stability Metric,103.294
A0015,Core Production Process,Manufacturer_A,2023-09-03,C,Final Yield,90.816
A0015,Core Production Process,Manufacturer_A,2023-09-03,C,Quality Index,91.794
A0015,Core Production Process,Manufacturer_A,2023-09-03,C,Cycle Duration,152.628
A0015,Core Production Process,Manufacturer_A,2023-09-03,C,System Load,345.528
C0011,Core Production Process,Manufacturer_C,2023-09-22,A,Process Time,54.67
C0011,Core Production Process,Manufacturer_C,2023-09-22,A,Temperature Index,103.032
C0011,Core Production Process,Manufacturer_C,2023-09-22,A,Flow Setting,14.045
C0011,Core Production Process,Manufacturer_C,2023-09-22,A,Material Ratio,1.363
C0011,Core Production Process,Manufacturer_C,2023-09-22,B,Mixing Rate,325.704
C0011,Core Production Process,Manufacturer_C,2023-09-22,B,Hold Duration,88.06
C0011,Core Production Process,Manufacturer_C,2023-09-22,B,Energy Input,1496.393
C0011,Core Production Process,Manufacturer_C,2023-09-22,B,Transfer Velocity,8.702
C0011,Core Production Process,Manufacturer_C,2023-09-22,B,Stability Metric,101.223
C0011,Core Production Process,Manufacturer_C,2023-09-22,C,Final Yield,89.172
C0011,Core Production Process,Manufacturer_C,2023-09-22,C,Quality Index,86.748
C0011,Core Production Process,Manufacturer_C,2023-09-22,C,Cycle Duration,131.201
C0011,Core Production Process,Manufacturer_C,2023-09-22,C,System Load,423.811
C0012,Core Production Process,Manufacturer_C,2023-10-10,A,Process Time,48.484
C0012,Core Production Process,Manufacturer_C,2023-10-10,A,Temperature Index,103.73
C0012,Core Production Process,Manufacturer_C,2023-10-10,A,Flow Setting,12.386
C0012,Core Production Process,Manufacturer_C,2023-10-10,A,Material Ratio,1.342
C0012,Core Production Process,Manufacturer_C,2023-10-10,B,Mixing Rate,298.267
C0012,Core Production Process,Manufacturer_C,2023-10-10,B,Hold Duration,88.564
C0012,Core Production Process,Manufacturer_C,2023-10-10,B,Energy Input,1453.198
C0012,Core Production Process,Manufacturer_C,2023-10-10,B,Transfer Velocity,8.776
C0012,Core Production Process,Manufacturer_C,2023-10-10,B,Stability Metric,98.963
C0012,Core Production Process,Manufacturer_C,2023-10-10,C,Final Yield,83.059
C0012,Core Production Process,Manufacturer_C,2023-10-10,C,Quality Index,84.559
C0012,Core Production Process,Manufacturer_C,2023-10-10,C,Cycle Duration,147.464
C0012,Core Production Process,Manufacturer_C,2023-10-10,C,System Load,464.4
A0016,Core Production Process,Manufacturer_A,2023-10-27,A,Process Time,
A0016,Core Production Process,Manufacturer_A,2023-10-27,A,Temperature Index,104.64
A0016,Core Production Process,Manufacturer_A,2023-10-27,A,Flow Setting,12.191
A0016,Core Production Process,Manufacturer_A,2023-10-27,A,Material Ratio,1.415
A0016,Core Production Process,Manufacturer_A,2023-10-27,B,Mixing Rate,301.975
A0016,Core Production Process,Manufacturer_A,2023-10-27,B,Hold Duration,87.376
A0016,Core Production Process,Manufacturer_A,2023-10-27,B,Energy Input,1779.349
A0016,Core Production Process,Manufacturer_A,2023-10-27,B,Transfer Velocity,9.134
A0016,Core Production Process,Manufacturer_A,2023-10-27,B,Stability Metric,93.885
A0016,Core Production Process,Manufacturer_A,2023-10-27,C,Final Yield,92.268
A0016,Core Production Process,Manufacturer_A,2023-10-27,C,Quality Index,87.498
A0016,Core Production Process,Manufacturer_A,2023-10-27,C,Cycle Duration,130.655
A0016,Core Production Process,Manufacturer_A,2023-10-27,C,System Load,425.398
C0013,Core Production Process,Manufacturer_C,2023-11-10,A,Process Time,
C0013,Core Production Process,Manufacturer_C,2023-11-10,A,Temperature Index,97.388
C0013,Core Production Process,Manufacturer_C,2023-11-10,A,Flow Setting,10.747
C0013,Core Production Process,Manufacturer_C,2023-11-10,A,Material Ratio,1.637
C0013,Core Production Process,Manufacturer_C,2023-11-10,B,Mixing Rate,322.04
C0013,Core Production Process,Manufacturer_C,2023-11-10,B,Hold Duration,103.953
C0013,Core Production Process,Manufacturer_C,2023-11-10,B,Energy Input,1582.722
C0013,Core Production Process,Manufacturer_C,2023-11-10,B,Transfer Velocity,8.988
C0013,Core Production Process,Manufacturer_C,2023-11-10,B,Stability Metric,94.979
C0013,Core Production Process,Manufacturer_C,2023-11-10,C,Final Yield,90.704
C0013,Core Production Process,Manufacturer_C,2023-11-10,C,Quality Index,91.553
C0013,Core Production Process,Manufacturer_C,2023-11-10,C,Cycle Duration,124.884
C0013,Core Production Process,Manufacturer_C,2023-11-10,C,System Load,402.716
A0017,Core Production Process,Manufacturer_A,2023-11-24,A,Process Time,49.977
A0017,Core Production Process,Manufacturer_A,2023-11-24,A,Temperature Index,103.722
A0017,Core Production Process,Manufacturer_A,2023-11-24,A,Flow Setting,13.005
A0017,Core Production Process,Manufacturer_A,2023-11-24,A,Material Ratio,1.353
A0017,Core Production Process,Manufacturer_A,2023-11-24,B,Mixing Rate,349.22
A0017,Core Production Process,Manufacturer_A,2023-11-24,B,Hold Duration,115.304
A0017,Core Production Process,Manufacturer_A,2023-11-24,B,Energy Input,1517.57
A0017,Core Production Process,Manufacturer_A,2023-11-24,B,Transfer Velocity,
A0017,Core Production Process,Manufacturer_A,2023-11-24,B,Stability Metric,95.608
A0017,Core Production Process,Manufacturer_A,2023-11-24,C,Final Yield,93.601
A0017,Core Production Process,Manufacturer_A,2023-11-24,C,Quality Index,88.693
A0017,Core Production Process,Manufacturer_A,2023-11-24,C,Cycle Duration,143.985
A0017,Core Production Process,Manufacturer_A,2023-11-24,C,System Load,396.787
B0011,Core Production Process,Manufacturer_B,2023-12-10,A,Process Time,47.506
B0011,Core Production Process,Manufacturer_B,2023-12-10,A,Temperature Index,104.527
B0011,Core Production Process,Manufacturer_B,2023-12-10,A,Flow Setting,12.457
B0011,Core Production Process,Manufacturer_B,2023-12-10,A,Material Ratio,1.428
B0011,Core Production Process,Manufacturer_B,2023-12-10,B,Mixing Rate,332.394
B0011,Core Production Process,Manufacturer_B,2023-12-10,B,Hold Duration,91.682
B0011,Core Production Process,Manufacturer_B,2023-12-10,B,Energy Input,1636.56
B0011,Core Production Process,Manufacturer_B,2023-12-10,B,Transfer Velocity,10.349
B0011,Core Production Process,Manufacturer_B,2023-12-10,B,Stability Metric,99.051
B0011,Core Production Process,Manufacturer_B,2023-12-10,C,Final Yield,92.11
B0011,Core Production Process,Manufacturer_B,2023-12-10,C,Quality Index,
B0011,Core Production Process,Manufacturer_B,2023-12-10,C,Cycle Duration,141.32
B0011,Core Production Process,Manufacturer_B,2023-12-10,C,System Load,
C0014,Core Production Process,Manufacturer_C,2023-12-26,A,Process Time,44.53
C0014,Core Production Process,Manufacturer_C,2023-12-26,A,Temperature Index,99.088
C0014,Core Production Process,Manufacturer_C,2023-12-26,A,Flow Setting,12.404
C0014,Core Production Process,Manufacturer_C,2023-12-26,A,Material Ratio,1.354
C0014,Core Production Process,Manufacturer_C,2023-12-26,B,Mixing Rate,320.009
C0014,Core Production Process,Manufacturer_C,2023-12-26,B,Hold Duration,87.182
C0014,Core Production Process,Manufacturer_C,2023-12-26,B,Energy Input,1276.955
C0014,Core Production Process,Manufacturer_C,2023-12-26,B,Transfer Velocity,9.368
C0014,Core Production Process,Manufacturer_C,2023-12-26,B,Stability Metric,93.773
C0014,Core Production Process,Manufacturer_C,2023-12-26,C,Final Yield,91.049
C0014,Core Production Process,Manufacturer_C,2023-12-26,C,Quality Index,89.128
C0014,Core Production Process,Manufacturer_C,2023-12-26,C,Cycle Duration,130.82
C0014,Core Production Process,Manufacturer_C,2023-12-26,C,System Load,419.358
B0012,Core Production Process,Manufacturer_B,2024-01-15,A,Process Time,48.916
B0012,Core Production Process,Manufacturer_B,2024-01-15,A,Temperature Index,104.863
B0012,Core Production Process,Manufacturer_B,2024-01-15,A,Flow Setting,12.321
B0012,Core Production Process,Manufacturer_B,2024-01-15,A,Material Ratio,1.544
B0012,Core Production Process,Manufacturer_B,2024-01-15,B,Mixing Rate,324.017
B0012,Core Production Process,Manufacturer_B,2024-01-15,B,Hold Duration,94.054
B0012,Core Production Process,Manufacturer_B,2024-01-15,B,Energy Input,1648.427
B0012,Core Production Process,Manufacturer_B,2024-01-15,B,Transfer Velocity,9.793
B0012,Core Production Process,Manufacturer_B,2024-01-15,B,Stability Metric,102.528
B0012,Core Production Process,Manufacturer_B,2024-01-15,C,Final Yield,96.932
B0012,Core Production Process,Manufacturer_B,2024-01-15,C,Quality Index,93.314
B0012,Core Production Process,Manufacturer_B,2024-01-15,C,Cycle Duration,165.034
B0012,Core Production Process,Manufacturer_B,2024-01-15,C,System Load,445.747
A0018,Core Production Process,Manufacturer_A,2024-01-30,A,Process Time,48.014
A0018,Core Production Process,Manufacturer_A,2024-01-30,A,Temperature Index,103.804
A0018,Core Production Process,Manufacturer_A,2024-01-30,A,Flow Setting,12.748
A0018,Core Production Process,Manufacturer_A,2024-01-30,A,Material Ratio,1.398
A0018,Core Production Process,Manufacturer_A,2024-01-30,B,Mixing Rate,342.079
A0018,Core Production Process,Manufacturer_A,2024-01-30,B,Hold Duration,102.346
A0018,Core Production Process,Manufacturer_A,2024-01-30,B,Energy Input,1461.144
A0018,Core Production Process,Manufacturer_A,2024-01-30,B,Transfer Velocity,8.222
A0018,Core Production Process,Manufacturer_A,2024-01-30,B,Stability Metric,100.154
A0018,Core Production Process,Manufacturer_A,2024-01-30,C,Final Yield,92.456
A0018,Core Production Process,Manufacturer_A,2024-01-30,C,Quality Index,88.473
A0018,Core Production Process,Manufacturer_A,2024-01-30,C,Cycle Duration,146.578
A0018,Core Production Process,Manufacturer_A,2024-01-30,C,System Load,442.353
C0015,Core Production Process,Manufacturer_C,2024-02-20,A,Process Time,53.364
C0015,Core Production Process,Manufacturer_C,2024-02-20,A,Temperature Index,102.367
C0015,Core Production Process,Manufacturer_C,2024-02-20,A,Flow Setting,12.295
C0015,Core Production Process,Manufacturer_C,2024-02-20,A,Material Ratio,1.457
C0015,Core Production Process,Manufacturer_C,2024-02-20,B,Mixing Rate,343.959
C0015,Core Production Process,Manufacturer_C,2024-02-20,B,Hold Duration,90.843
C0015,Core Production Process,Manufacturer_C,2024-02-20,B,Energy Input,1470.79
C0015,Core Production Process,Manufacturer_C,2024-02-20,B,Transfer Velocity,11.469
C0015,Core Production Process,Manufacturer_C,2024-02-20,B,Stability Metric,99.502
C0015,Core Production Process,Manufacturer_C,2024-02-20,C,Final Yield,93.514
C0015,Core Production Process,Manufacturer_C,2024-02-20,C,Quality Index,86.755
C0015,Core Production Process,Manufacturer_C,2024-02-20,C,Cycle Duration,127.251
C0015,Core Production Process,Manufacturer_C,2024-02-20,C,System Load,402.531
A0019,Core Production Process,Manufacturer_A,2024-03-08,A,Process Time,47.44
A0019,Core Production Process,Manufacturer_A,2024-03-08,A,Temperature Index,101.6
A0019,Core Production Process,Manufacturer_A,2024-03-08,A,Flow Setting,12.887
A0019,Core Production Process,Manufacturer_A,2024-03-08,A,Material Ratio,1.325
A0019,Core Production Process,Manufacturer_A,2024-03-08,B,Mixing Rate,353.799
A0019,Core Production Process,Manufacturer_A,2024-03-08,B,Hold Duration,101.246
A0019,Core Production Process,Manufacturer_A,2024-03-08,B,Energy Input,1655.759
A0019,Core Production Process,Manufacturer_A,2024-03-08,B,Transfer Velocity,8.445
A0019,Core Production Process,Manufacturer_A,2024-03-08,B,Stability Metric,93.075
A0019,Core Production Process,Manufacturer_A,2024-03-08,C,Final Yield,90.627
A0019,Core Production Process,Manufacturer_A,2024-03-08,C,Quality Index,92.383
A0019,Core Production Process,Manufacturer_A,2024-03-08,C,Cycle Duration,136.209
A0019,Core Production Process,Manufacturer_A,2024-03-08,C,System Load,453.337
B0013,Core Production Process,Manufacturer_B,2024-03-25,A,Process Time,50.086
B0013,Core Production Process,Manufacturer_B,2024-03-25,A,Temperature Index,101.207
B0013,Core Production Process,Manufacturer_B,2024-03-25,A,Flow Setting,13.303
B0013,Core Production Process,Manufacturer_B,2024-03-25,A,Material Ratio,1.514
B0013,Core Production Process,Manufacturer_B,2024-03-25,B,Mixing Rate,331.709
B0013,Core Production Process,Manufacturer_B,2024-03-25,B,Hold Duration,111.782
B0013,Core Production Process,Manufacturer_B,2024-03-25,B,Energy Input,1471.881
B0013,Core Production Process,Manufacturer_B,2024-03-25,B,Transfer Velocity,9.249
B0013,Core Production Process,Manufacturer_B,2024-03-25,B,Stability Metric,100.363
B0013,Core Production Process,Manufacturer_B,2024-03-25,C,Final Yield,94.136
B0013,Core Production Process,Manufacturer_B,2024-03-25,C,Quality Index,92.291
B0013,Core Production Process,Manufacturer_B,2024-03-25,C,Cycle Duration,133.866
B0013,Core Production Process,Manufacturer_B,2024-03-25,C,System Load,356.377
A0020,Core Production Process,Manufacturer_A,2024-04-15,A,Process Time,66.647
A0020,Core Production Process,Manufacturer_A,2024-04-15,A,Temperature Index,102.188
A0020,Core Production Process,Manufacturer_A,2024-04-15,A,Flow Setting,13.354
A0020,Core Production Process,Manufacturer_A,2024-04-15,A,Material Ratio,1.483
A0020,Core Production Process,Manufacturer_A,2024-04-15,B,Mixing Rate,336.7
A0020,Core Production Process,Manufacturer_A,2024-04-15,B,Hold Duration,90.846
A0020,Core Production Process,Manufacturer_A,2024-04-15,B,Energy Input,1729.931
A0020,Core Production Process,Manufacturer_A,2024-04-15,B,Transfer Velocity,8.61
A0020,Core Production Process,Manufacturer_A,2024-04-15,B,Stability Metric,94.515
A0020,Core Production Process,Manufacturer_A,2024-04-15,C,Final Yield,93.808
A0020,Core Production Process,Manufacturer_A,2024-04-15,C,Quality Index,87.835
A0020,Core Production Process,Manufacturer_A,2024-04-15,C,Cycle Duration,160.297
A0020,Core Production Process,Manufacturer_A,2024-04-15,C,System Load,412.878
C0016,Core Production Process,Manufacturer_C,2024-05-05,A,Process Time,41.59
C0016,Core Production Process,Manufacturer_C,2024-05-05,A,Temperature Index,101.106
C0016,Core Production Process,Manufacturer_C,2024-05-05,A,Flow Setting,11.847
C0016,Core Production Process,Manufacturer_C,2024-05-05,A,Material Ratio,1.54
C0016,Core Production Process,Manufacturer_C,2024-05-05,B,Mixing Rate,353.749
C0016,Core Production Process,Manufacturer_C,2024-05-05,B,Hold Duration,110.436
C0016,Core Production Process,Manufacturer_C,2024-05-05,B,Energy Input,1470.435
C0016,Core Production Process,Manufacturer_C,2024-05-05,B,Transfer Velocity,9.511
C0016,Core Production Process,Manufacturer_C,2024-05-05,B,Stability Metric,95.657
C0016,Core Production Process,Manufacturer_C,2024-05-05,C,Final Yield,90.305
C0016,Core Production Process,Manufacturer_C,2024-05-05,C,Quality Index,89.489
C0016,Core Production Process,Manufacturer_C,2024-05-05,C,Cycle Duration,122.043
C0016,Core Production Process,Manufacturer_C,2024-05-05,C,System Load,377.545
C0017,Core Production Process,Manufacturer_C,2024-05-24,A,Process Time,48.642
C0017,Core Production Process,Manufacturer_C,2024-05-24,A,Temperature Index,106.281
C0017,Core Production Process,Manufacturer_C,2024-05-24,A,Flow Setting,12.672
C0017,Core Production Process,Manufacturer_C,2024-05-24,A,Material Ratio,1.582
C0017,Core Production Process,Manufacturer_C,2024-05-24,B,Mixing Rate,309.546
C0017,Core Production Process,Manufacturer_C,2024-05-24,B,Hold Duration,85.837
C0017,Core Production Process,Manufacturer_C,2024-05-24,B,Energy Input,1522.962
C0017,Core Production Process,Manufacturer_C,2024-05-24,B,Transfer Velocity,8.284
C0017,Core Production Process,Manufacturer_C,2024-05-24,B,Stability Metric,98.345
C0017,Core Production Process,Manufacturer_C,2024-05-24,C,Final Yield,90.296
C0017,Core Production Process,Manufacturer_C,2024-05-24,C,Quality Index,84.89
C0017,Core Production Process,Manufacturer_C,2024-05-24,C,Cycle Duration,142.056
C0017,Core Production Process,Manufacturer_C,2024-05-24,C,System Load,401.559
B0014,Core Production Process,Manufacturer_B,2024-06-12,A,Process Time,51.935
B0014,Core Production Process,Manufacturer_B,2024-06-12,A,Temperature Index,103.671
B0014,Core Production Process,Manufacturer_B,2024-06-12,A,Flow Setting,13.176
B0014,Core Production Process,Manufacturer_B,2024-06-12,A,Material Ratio,1.578
B0014,Core Production Process,Manufacturer_B,2024-06-12,B,Mixing Rate,311.707
B0014,Core Production Process,Manufacturer_B,2024-06-12,B,Hold Duration,113.784
B0014,Core Production Process,Manufacturer_B,2024-06-12,B,Energy Input,
B0014,Core Production Process,Manufacturer_B,2024-06-12,B,Transfer Velocity,9.307
B0014,Core Production Process,Manufacturer_B,2024-06-12,B,Stability Metric,103.329
B0014,Core Production Process,Manufacturer_B,2024-06-12,C,Final Yield,93.849
B0014,Core Production Process,Manufacturer_B,2024-06-12,C,Quality Index,93.441
B0014,Core Production Process,Manufacturer_B,2024-06-12,C,Cycle Duration,137.377
B0014,Core Production Process,Manufacturer_B,2024-06-12,C,System Load,
A0021,Core Production Process,Manufacturer_A,2024-07-02,A,Process Time,51.005
A0021,Core Production Process,Manufacturer_A,2024-07-02,A,Temperature Index,100.138
A0021,Core Production Process,Manufacturer_A,2024-07-02,A,Flow Setting,12.36
A0021,Core Production Process,Manufacturer_A,2024-07-02,A,Material Ratio,
A0021,Core Production Process,Manufacturer_A,2024-07-02,B,Mixing Rate,325.47
A0021,Core Production Process,Manufacturer_A,2024-07-02,B,Hold Duration,100.092
A0021,Core Production Process,Manufacturer_A,2024-07-02,B,Energy Input,1648.088
A0021,Core Production Process,Manufacturer_A,2024-07-02,B,Transfer Velocity,9.307
A0021,Core Production Process,Manufacturer_A,2024-07-02,B,Stability Metric,105.468
A0021,Core Production Process,Manufacturer_A,2024-07-02,C,Final Yield,92.525
A0021,Core Production Process,Manufacturer_A,2024-07-02,C,Quality Index,88.328
A0021,Core Production Process,Manufacturer_A,2024-07-02,C,Cycle Duration,148.632
A0021,Core Production Process,Manufacturer_A,2024-07-02,C,System Load,466.597
C0018,Core Production Process,Manufacturer_C,2024-07-21,A,Process Time,49.726
C0018,Core Production Process,Manufacturer_C,2024-07-21,A,Temperature Index,105.744
C0018,Core Production Process,Manufacturer_C,2024-07-21,A,Flow Setting,12.836
C0018,Core Production Process,Manufacturer_C,2024-07-21,A,Material Ratio,1.646
C0018,Core Production Process,Manufacturer_C,2024-07-21,B,Mixing Rate,324.162
C0018,Core Production Process,Manufacturer_C,2024-07-21,B,Hold Duration,108.017
C0018,Core Production Process,Manufacturer_C,2024-07-21,B,Energy Input,1404.272
C0018,Core Production Process,Manufacturer_C,2024-07-21,B,Transfer Velocity,8.779
C0018,Core Production Process,Manufacturer_C,2024-07-21,B,Stability Metric,101.595
C0018,Core Production Process,Manufacturer_C,2024-07-21,C,Final Yield,90.845
C0018,Core Production Process,Manufacturer_C,2024-07-21,C,Quality Index,85.656
C0018,Core Production Process,Manufacturer_C,2024-07-21,C,Cycle Duration,127.498
C0018,Core Production Process,Manufacturer_C,2024-07-21,C,System Load,417.654
B0015,Core Production Process,Manufacturer_B,2024-08-06,A,Process Time,48.362
B0015,Core Production Process,Manufacturer_B,2024-08-06,A,Temperature Index,109.444
B0015,Core Production Process,Manufacturer_B,2024-08-06,A,Flow Setting,12.696
B0015,Core Production Process,Manufacturer_B,2024-08-06,A,Material Ratio,1.705
B0015,Core Production Process,Manufacturer_B,2024-08-06,B,Mixing Rate,334.491
B0015,Core Production Process,Manufacturer_B,2024-08-06,B,Hold Duration,78.636
B0015,Core Production Process,Manufacturer_B,2024-08-06,B,Energy Input,1423.286
B0015,Core Production Process,Manufacturer_B,2024-08-06,B,Transfer Velocity,8.826
B0015,Core Production Process,Manufacturer_B,2024-08-06,B,Stability Metric,103.332
B0015,Core Production Process,Manufacturer_B,2024-08-06,C,Final Yield,94.523
B0015,Core Production Process,Manufacturer_B,2024-08-06,C,Quality Index,89.39
B0015,Core Production Process,Manufacturer_B,2024-08-06,C,Cycle Duration,147.737
B0015,Core Production Process,Manufacturer_B,2024-08-06,C,System Load,452.278
C0019,Core Production Process,Manufacturer_C,2024-08-23,A,Process Time,50.51
